id_venta,fecha,ciudad,region,canal,categoria,producto,segmento_cliente,metodo_pago,precio_unitario,cantidad,descuento,ingreso,costo,utilidad,satisfaccion,dias_envio,devuelto
V106357,2025-11-12,Lima,Costa,App movil,Electrodomesticos,Microondas 30L,Nuevo,Tarjeta credito,293.63,3,0.134,762.85,687.09,75.76,2.5,7,False
V106506,2025-11-12,Lima,Costa,Web,Hogar,Lampara LED,VIP,Billetera digital,145.95,2,0.058,274.97,195.57,79.4,4.0,8,False
V109450,2025-11-12,Cusco,Sur,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta debito,419.41,1,0.089,382.08,343.92,38.16,5.0,0,False
V108571,2025-11-13,Arequipa,Sur,Web,Tecnologia,Tablet Air,Recurrente,Efectivo,363.69,1,0.049,345.87,298.23,47.64,3.5,1,False
V109605,2025-11-13,Trujillo,Norte,Tienda fisica,Deportes,Mancuernas 10kg,VIP,Billetera digital,208.08,5,0.156,878.1,728.28,149.82,5.0,0,False
V109141,2025-11-13,Piura,Norte,Web,Belleza,Kit Skincare,Nuevo,Tarjeta debito,40.68,1,0.112,36.12,20.34,15.78,4.5,4,False
V105438,2025-11-13,Tacna,Sur,Tienda fisica,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,275.5,1,0.136,238.03,225.91,12.12,4.0,0,False
V108244,2025-11-13,Piura,Norte,Tienda fisica,Hogar,Juego de Sabanas,Nuevo,Efectivo,17.34,2,0.137,29.93,23.24,6.69,3.5,0,False
V103129,2025-11-13,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Nuevo,Tarjeta credito,81.88,3,0.151,208.55,135.1,73.45,5.0,0,False
V104680,2025-11-13,Huancayo,Centro,Tienda fisica,Electrodomesticos,Refrigeradora 400L,VIP,Tarjeta debito,739.44,1,0.112,656.62,576.76,79.86,4.0,0,False
V107991,2025-11-13,Lima,Costa,Web,Tecnologia,Audifonos ANC,Nuevo,Billetera digital,343.32,1,0.136,296.63,281.52,15.11,3.0,5,False
V101413,2025-11-13,Cusco,Sur,Web,Electrodomesticos,Lavadora 12kg,Nuevo,Billetera digital,361.43,5,0.242,1369.82,1409.58,-39.76,3.0,7,False
V102479,2025-11-13,Huancayo,Centro,Marketplace,Moda,Jean Slim,Recurrente,Efectivo,29.76,1,0.097,26.87,16.37,10.5,3.5,1,False
V101654,2025-11-13,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta credito,820.11,1,0.123,719.24,639.69,79.55,4.0,0,False
V110967,2025-11-13,Trujillo,Norte,Tienda fisica,Moda,Vestido Casual,VIP,Efectivo,76.88,5,0.135,332.51,211.42,121.09,4.0,0,False
V108416,2025-11-13,Lima,Costa,App movil,Deportes,Balon Pro,Recurrente,Efectivo,56.92,1,0.113,50.49,39.84,10.65,4.5,3,False
V103330,2025-11-13,Arequipa,Sur,Web,Deportes,Mancuernas 10kg,Recurrente,Tarjeta credito,220.86,5,0.063,1034.73,773.01,261.72,4.0,3,False
V101730,2025-11-14,Arequipa,Sur,App movil,Hogar,Juego de Sabanas,Recurrente,Tarjeta credito,89.66,3,0.135,232.67,180.22,52.45,4.5,4,False
V103952,2025-11-14,Cusco,Sur,Web,Moda,Vestido Casual,Recurrente,Tarjeta credito,55.86,1,0.075,51.67,30.72,20.95,4.0,1,False
V107986,2025-11-14,Lima,Costa,App movil,Hogar,Lampara LED,Nuevo,Tarjeta credito,222.99,2,0.056,421.01,298.81,122.2,5.0,4,False
V107382,2025-11-14,Lima,Costa,Marketplace,Moda,Zapatillas Urbanas,Recurrente,Billetera digital,85.78,4,0.084,314.3,188.72,125.58,4.0,2,False
V108124,2025-11-14,Huancayo,Centro,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,132.13,2,0.065,247.08,177.05,70.03,3.5,0,False
V103387,2025-11-14,Arequipa,Sur,Web,Tecnologia,"Monitor 27""",Nuevo,Tarjeta debito,309.02,2,0.129,538.31,506.79,31.52,3.5,6,False
V102765,2025-11-14,Chiclayo,Norte,Web,Deportes,Colchoneta Yoga,Recurrente,Tarjeta debito,225.98,2,0.041,433.43,316.37,117.06,4.5,1,False
V105472,2025-11-14,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Nuevo,Tarjeta credito,219.28,2,0.188,356.11,293.84,62.27,4.5,0,False
V107808,2025-11-14,Trujillo,Norte,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Tarjeta debito,513.43,1,0.128,447.71,421.01,26.7,4.0,0,False
V106563,2025-11-14,Trujillo,Norte,Web,Tecnologia,Laptop Pro 14,Nuevo,Billetera digital,389.69,2,0.153,660.13,639.09,21.04,5.0,7,False
V107902,2025-11-14,Cusco,Sur,App movil,Belleza,Perfume 100ml,Recurrente,Tarjeta credito,61.35,2,0.15,104.3,61.35,42.95,4.0,5,False
V111677,2025-11-15,Chiclayo,Norte,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Billetera digital,89.65,3,0.118,237.21,220.54,16.67,4.5,0,False
V100462,2025-11-15,Arequipa,Sur,Tienda fisica,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,304.14,4,0.123,1066.92,997.58,69.34,5.0,0,False
V100346,2025-11-15,Chiclayo,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,77.09,5,0.0,385.45,316.07,69.38,5.0,0,False
V107540,2025-11-15,Chiclayo,Norte,Web,Tecnologia,Audifonos ANC,Nuevo,Billetera digital,389.93,5,0.097,1760.53,1598.71,161.82,5.0,4,False
V108112,2025-11-15,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Recurrente,Tarjeta debito,693.84,1,0.205,551.6,541.2,10.4,5.0,0,False
V101309,2025-11-15,Tacna,Sur,Web,Electrodomesticos,Aspiradora Robot,Nuevo,Tarjeta debito,589.9,1,0.043,564.53,460.12,104.41,4.5,7,False
V101458,2025-11-15,Trujillo,Norte,Tienda fisica,Moda,Zapatillas Urbanas,Nuevo,Efectivo,44.99,2,0.179,73.87,49.49,24.38,4.5,0,False
V108508,2025-11-15,Lima,Costa,App movil,Deportes,Mancuernas 10kg,VIP,Tarjeta debito,154.22,3,0.097,417.78,323.86,93.92,4.0,1,False
V109210,2025-11-15,Lima,Costa,App movil,Hogar,Set de Ollas,Recurrente,Billetera digital,108.71,5,0.174,448.97,364.18,84.79,3.5,2,False
V102060,2025-11-15,Arequipa,Sur,App movil,Tecnologia,Tablet Air,Nuevo,Billetera digital,322.78,3,0.125,847.3,794.04,53.26,4.5,6,False
V110956,2025-11-16,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,175.01,4,0.113,620.94,469.03,151.91,5.0,0,False
V101371,2025-11-16,Lima,Costa,Web,Moda,Casaca Denim,Recurrente,Tarjeta debito,58.5,5,0.106,261.5,160.88,100.62,5.0,1,False
V108022,2025-11-16,Iquitos,Oriente,Web,Electrodomesticos,Lavadora 12kg,Nuevo,Efectivo,806.28,1,0.105,721.62,628.9,92.72,5.0,2,False
V104025,2025-11-16,Chiclayo,Norte,Tienda fisica,Belleza,Kit Skincare,Recurrente,Tarjeta credito,56.19,3,0.125,147.5,84.28,63.22,4.5,0,False
V110107,2025-11-16,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,383.04,5,0.103,1717.93,1570.46,147.47,3.5,0,False
V108904,2025-11-16,Lima,Costa,Web,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta credito,453.06,1,0.142,388.73,353.39,35.34,4.0,4,False
V101026,2025-11-16,Cusco,Sur,Web,Moda,Jean Slim,Recurrente,Tarjeta credito,112.82,4,0.115,399.38,248.2,151.18,4.5,7,False
V106899,2025-11-16,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Nuevo,Billetera digital,80.09,4,0.144,274.23,176.2,98.03,5.0,0,False
V107067,2025-11-16,Iquitos,Oriente,App movil,Hogar,Organizador Modular,Recurrente,Billetera digital,110.17,1,0.129,95.96,73.81,22.15,5.0,6,False
V111414,2025-11-16,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Billetera digital,152.74,2,0.019,299.68,204.67,95.01,4.0,0,False
V102218,2025-11-16,Iquitos,Oriente,Tienda fisica,Hogar,Organizador Modular,Recurrente,Efectivo,232.14,1,0.153,196.62,155.53,41.09,4.5,0,False
V107490,2025-11-16,Chiclayo,Norte,Web,Moda,Polo Basico,Nuevo,Tarjeta credito,98.16,2,0.135,169.82,107.98,61.84,5.0,5,False
V103957,2025-11-16,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Tarjeta credito,232.48,2,0.078,428.69,311.52,117.17,4.5,5,False
V109491,2025-11-16,Lima,Costa,App movil,Moda,Zapatillas Urbanas,Nuevo,Tarjeta debito,87.46,4,0.173,289.32,192.41,96.91,4.0,6,False
V106413,2025-11-16,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Nuevo,Efectivo,220.55,4,0.195,710.17,723.4,-13.23,4.5,0,False
V107626,2025-11-16,Tacna,Sur,Web,Hogar,Lampara LED,Nuevo,Tarjeta credito,136.54,3,0.173,338.76,274.45,64.31,4.5,2,False
V107987,2025-11-16,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,VIP,Efectivo,40.99,1,0.185,33.41,27.46,5.95,2.5,0,False
V101263,2025-11-17,Iquitos,Oriente,Tienda fisica,Electrodomesticos,Lavadora 12kg,Nuevo,Billetera digital,430.54,1,0.107,384.47,335.82,48.65,3.5,0,False
V102300,2025-11-17,Arequipa,Sur,Tienda fisica,Belleza,Secadora de Cabello,Nuevo,Tarjeta credito,42.59,4,0.129,148.38,85.18,63.2,4.0,0,False
V108537,2025-11-17,Piura,Norte,Tienda fisica,Moda,Zapatillas Urbanas,VIP,Tarjeta credito,95.32,5,0.233,365.55,262.13,103.42,4.5,0,False
V103016,2025-11-17,Iquitos,Oriente,Web,Moda,Zapatillas Urbanas,Recurrente,Tarjeta credito,168.04,5,0.131,730.13,462.11,268.02,4.5,3,False
V109441,2025-11-17,Tacna,Sur,Web,Hogar,Organizador Modular,Nuevo,Billetera digital,86.95,1,0.246,65.56,58.26,7.3,5.0,7,False
V108814,2025-11-17,Arequipa,Sur,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta credito,141.98,4,0.084,520.21,312.36,207.85,4.0,0,False
V110190,2025-11-17,Trujillo,Norte,Web,Hogar,Organizador Modular,Recurrente,Tarjeta credito,222.15,4,0.11,790.85,595.36,195.49,5.0,1,False
V106019,2025-11-17,Trujillo,Norte,Tienda fisica,Moda,Casaca Denim,Recurrente,Billetera digital,128.32,1,0.054,121.39,70.58,50.81,5.0,0,False
V101453,2025-11-17,Lima,Costa,Web,Moda,Casaca Denim,Recurrente,Tarjeta credito,28.67,4,0.093,104.01,63.07,40.94,3.5,6,False
V102690,2025-11-17,Lima,Costa,Tienda fisica,Belleza,Perfume 100ml,Recurrente,Tarjeta credito,82.11,1,0.157,69.22,41.06,28.16,5.0,0,False
V111779,2025-11-17,Lima,Costa,Web,Moda,Vestido Casual,VIP,Tarjeta debito,127.12,2,0.216,199.32,139.83,59.49,5.0,7,False
V100319,2025-11-17,Lima,Costa,Tienda fisica,Deportes,Colchoneta Yoga,Nuevo,Tarjeta credito,196.94,4,0.116,696.38,551.43,144.95,5.0,0,True
V110674,2025-11-17,Lima,Costa,App movil,Electrodomesticos,Lavadora 12kg,VIP,Tarjeta credito,538.84,1,0.155,455.32,420.3,35.02,4.0,5,False
V108651,2025-11-17,Arequipa,Sur,App movil,Moda,Vestido Casual,Recurrente,Tarjeta credito,66.06,5,0.066,308.5,181.67,126.83,3.5,2,True
V107879,2025-11-17,Chiclayo,Norte,Web,Hogar,Organizador Modular,Recurrente,Efectivo,93.58,4,0.059,352.24,250.79,101.45,3.0,7,False
V108291,2025-11-18,Lima,Costa,Web,Hogar,Juego de Sabanas,Recurrente,Efectivo,80.97,3,0.027,236.35,162.75,73.6,4.5,2,False
V104345,2025-11-18,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta debito,260.08,1,0.166,216.91,213.27,3.64,3.5,0,False
V104855,2025-11-18,Lima,Costa,App movil,Moda,Polo Basico,Nuevo,Tarjeta debito,78.59,4,0.119,276.95,172.9,104.05,5.0,4,False
V102233,2025-11-18,Tacna,Sur,App movil,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,290.71,5,0.14,1250.05,1191.91,58.14,5.0,1,False
V106807,2025-11-18,Cusco,Sur,App movil,Tecnologia,Audifonos ANC,Nuevo,Tarjeta credito,307.19,4,0.075,1136.6,1007.58,129.02,4.0,5,False
V107637,2025-11-18,Iquitos,Oriente,Tienda fisica,Deportes,Colchoneta Yoga,Recurrente,Efectivo,249.56,4,0.096,902.41,698.77,203.64,3.0,0,False
V103864,2025-11-18,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Nuevo,Efectivo,74.62,2,0.116,131.93,99.99,31.94,5.0,0,False
V105988,2025-11-18,Tacna,Sur,Web,Hogar,Set de Ollas,Recurrente,Tarjeta credito,245.34,3,0.153,623.41,493.13,130.28,4.0,3,False
V101013,2025-11-18,Lima,Costa,Web,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,256.71,1,0.028,249.52,200.23,49.29,5.0,8,False
V104050,2025-11-18,Arequipa,Sur,Tienda fisica,Hogar,Lampara LED,Nuevo,Tarjeta debito,118.6,2,0.124,207.79,158.92,48.87,3.5,0,False
V109280,2025-11-18,Lima,Costa,Tienda fisica,Moda,Jean Slim,Recurrente,Tarjeta debito,131.67,3,0.173,326.67,217.26,109.41,3.5,0,False
V110492,2025-11-18,Chiclayo,Norte,App movil,Hogar,Organizador Modular,Recurrente,Tarjeta credito,137.37,4,0.076,507.72,368.15,139.57,3.0,3,False
V108228,2025-11-18,Lima,Costa,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta debito,595.38,1,0.146,508.45,464.4,44.05,4.5,0,False
V101592,2025-11-18,Arequipa,Sur,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,157.07,3,0.149,401.0,315.71,85.29,5.0,0,False
V102553,2025-11-18,Arequipa,Sur,Web,Deportes,Balon Pro,Nuevo,Tarjeta debito,203.34,2,0.155,343.64,284.68,58.96,5.0,3,False
V109628,2025-11-18,Arequipa,Sur,Tienda fisica,Moda,Zapatillas Urbanas,Recurrente,Tarjeta credito,110.2,5,0.113,488.74,303.05,185.69,4.5,0,False
V109622,2025-11-18,Piura,Norte,App movil,Tecnologia,"Monitor 27""",Nuevo,Efectivo,321.64,2,0.108,573.81,527.49,46.32,3.5,3,False
V111883,2025-11-18,Tacna,Sur,Web,Moda,Zapatillas Urbanas,VIP,Efectivo,12.71,5,0.185,51.79,34.95,16.84,5.0,1,False
V110608,2025-11-18,Lima,Costa,Web,Moda,Zapatillas Urbanas,Recurrente,Efectivo,150.59,2,0.164,251.79,165.65,86.14,3.5,8,False
V107571,2025-11-18,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta debito,191.09,2,0.099,344.34,256.06,88.28,5.0,0,False
V108829,2025-11-19,Lima,Costa,Web,Belleza,Perfume 100ml,Recurrente,Efectivo,42.59,3,0.124,111.93,63.89,48.04,4.5,2,False
V110127,2025-11-19,Trujillo,Norte,Marketplace,Electrodomesticos,Lavadora 12kg,Nuevo,Tarjeta debito,879.33,1,0.124,770.29,685.88,84.41,3.0,3,False
V105585,2025-11-19,Lima,Costa,Web,Belleza,Perfume 100ml,Recurrente,Tarjeta credito,131.2,5,0.087,598.93,328.0,270.93,3.5,1,False
V100387,2025-11-19,Chiclayo,Norte,Web,Moda,Vestido Casual,Recurrente,Tarjeta debito,47.81,3,0.169,119.19,78.89,40.3,4.0,6,False
V106973,2025-11-19,Trujillo,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,318.96,4,0.105,1141.88,1046.19,95.69,4.5,0,False
V105426,2025-11-19,Piura,Norte,Tienda fisica,Moda,Polo Basico,Recurrente,Tarjeta credito,126.29,5,0.122,554.41,347.3,207.11,3.5,0,False
V104120,2025-11-19,Cusco,Sur,Tienda fisica,Electrodomesticos,Lavadora 12kg,Nuevo,Tarjeta debito,397.08,2,0.198,636.92,619.44,17.48,4.0,0,False
V102502,2025-11-19,Arequipa,Sur,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta credito,52.45,2,0.202,83.71,57.7,26.01,5.0,0,False
V102599,2025-11-19,Cusco,Sur,Web,Hogar,Organizador Modular,Nuevo,Efectivo,152.41,1,0.109,135.8,102.11,33.69,4.5,5,False
V108574,2025-11-19,Lima,Costa,App movil,Electrodomesticos,Refrigeradora 400L,Nuevo,Efectivo,451.49,1,0.055,426.66,352.16,74.5,4.0,2,False
V111860,2025-11-20,Lima,Costa,Tienda fisica,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,387.58,4,0.075,1434.05,1271.26,162.79,4.5,0,False
V105735,2025-11-20,Lima,Costa,Tienda fisica,Belleza,Serum Facial,Recurrente,Tarjeta debito,12.0,5,0.047,57.18,30.0,27.18,4.5,0,False
V110343,2025-11-20,Piura,Norte,Tienda fisica,Deportes,Bicicleta MTB,Nuevo,Tarjeta debito,88.22,3,0.048,251.96,185.26,66.7,5.0,0,True
V106113,2025-11-20,Trujillo,Norte,Tienda fisica,Electrodomesticos,Microondas 30L,Nuevo,Tarjeta debito,494.57,1,0.163,413.96,385.76,28.2,3.5,0,False
V105365,2025-11-20,Lima,Costa,Tienda fisica,Tecnologia,Smartphone X,VIP,Tarjeta credito,515.22,1,0.161,432.27,422.48,9.79,5.0,0,False
V101950,2025-11-20,Arequipa,Sur,App movil,Belleza,Kit Skincare,Nuevo,Tarjeta credito,19.57,1,0.126,17.1,9.78,7.32,4.0,6,False
V111899,2025-11-20,Lima,Costa,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Efectivo,279.77,3,0.223,652.14,688.23,-36.09,3.0,0,True
V108456,2025-11-20,Arequipa,Sur,Web,Belleza,Serum Facial,VIP,Efectivo,51.51,4,0.087,188.11,103.02,85.09,4.5,6,False
V103268,2025-11-20,Iquitos,Oriente,Tienda fisica,Tecnologia,Laptop Pro 14,VIP,Billetera digital,415.95,1,0.214,326.94,341.08,-14.14,4.0,0,True
V103598,2025-11-20,Arequipa,Sur,Web,Hogar,Juego de Sabanas,Nuevo,Efectivo,176.2,3,0.168,439.8,354.16,85.64,2.0,2,False
V110519,2025-11-20,Lima,Costa,App movil,Moda,Zapatillas Urbanas,Recurrente,Tarjeta debito,68.84,4,0.072,255.53,151.45,104.08,3.5,2,False
V107999,2025-11-20,Trujillo,Norte,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Billetera digital,501.88,1,0.163,420.07,411.54,8.53,5.0,0,False
V106312,2025-11-20,Trujillo,Norte,Web,Moda,Polo Basico,Recurrente,Tarjeta debito,115.84,4,0.113,411.0,254.85,156.15,3.5,8,False
V103687,2025-11-20,Lima,Costa,Tienda fisica,Electrodomesticos,Microondas 30L,VIP,Efectivo,651.65,1,0.208,516.11,508.29,7.82,4.0,0,False
V104356,2025-11-20,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Billetera digital,194.45,3,0.106,521.51,390.84,130.67,5.0,1,False
V100964,2025-11-20,Piura,Norte,Web,Moda,Casaca Denim,Recurrente,Efectivo,12.0,1,0.095,10.86,6.6,4.26,4.0,7,False
V101919,2025-11-21,Lima,Costa,Tienda fisica,Belleza,Secadora de Cabello,Nuevo,Tarjeta debito,80.31,4,0.173,265.67,160.62,105.05,3.5,0,False
V107352,2025-11-21,Lima,Costa,Marketplace,Hogar,Organizador Modular,Nuevo,Efectivo,94.6,5,0.137,408.2,316.91,91.29,5.0,2,False
V103877,2025-11-21,Huancayo,Centro,Tienda fisica,Belleza,Secadora de Cabello,Recurrente,Tarjeta credito,60.45,3,0.16,152.33,90.68,61.65,5.0,0,False
V103100,2025-11-21,Lima,Costa,App movil,Hogar,Juego de Sabanas,Recurrente,Tarjeta credito,167.47,3,0.2,401.93,336.61,65.32,4.0,7,False
V104057,2025-11-21,Trujillo,Norte,Tienda fisica,Hogar,Set de Ollas,Nuevo,Billetera digital,112.81,5,0.046,538.1,377.91,160.19,4.0,0,False
V101060,2025-11-21,Huancayo,Centro,App movil,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta debito,723.78,1,0.162,606.53,564.55,41.98,3.5,2,False
V100966,2025-11-21,Lima,Costa,Web,Moda,Jean Slim,Nuevo,Tarjeta credito,38.02,3,0.0,114.06,62.73,51.33,2.5,2,False
V107773,2025-11-21,Trujillo,Norte,App movil,Hogar,Set de Ollas,Nuevo,Efectivo,203.94,4,0.124,714.61,546.56,168.05,5.0,2,False
V100915,2025-11-21,Trujillo,Norte,Tienda fisica,Belleza,Kit Skincare,Recurrente,Tarjeta credito,71.03,1,0.043,67.98,35.52,32.46,4.0,0,False
V107464,2025-11-21,Trujillo,Norte,Marketplace,Tecnologia,Audifonos ANC,Nuevo,Efectivo,190.53,5,0.109,848.81,781.17,67.64,5.0,8,False
V102002,2025-11-21,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Tarjeta credito,164.63,1,0.156,138.95,110.3,28.65,4.5,0,False
V100169,2025-11-21,Trujillo,Norte,Tienda fisica,Hogar,Set de Ollas,Recurrente,Billetera digital,174.07,2,0.211,274.68,233.25,41.43,4.5,0,False
V106849,2025-11-22,Chiclayo,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Recurrente,Billetera digital,528.5,1,0.142,453.45,433.37,20.08,5.0,0,False
V103970,2025-11-22,Lima,Costa,App movil,Electrodomesticos,Microondas 30L,Recurrente,Tarjeta credito,396.76,2,0.103,711.79,618.95,92.84,4.0,7,False
V106468,2025-11-22,Lima,Costa,Tienda fisica,Deportes,Balon Pro,Recurrente,Tarjeta credito,250.88,2,0.104,449.58,351.23,98.35,4.0,0,False
V106346,2025-11-22,Cusco,Sur,Tienda fisica,Hogar,Organizador Modular,Recurrente,Tarjeta credito,86.09,5,0.151,365.45,288.4,77.05,5.0,0,False
V111124,2025-11-22,Lima,Costa,Web,Hogar,Set de Ollas,Recurrente,Billetera digital,46.43,4,0.067,173.28,124.43,48.85,4.0,7,False
V103236,2025-11-22,Arequipa,Sur,Web,Hogar,Lampara LED,Recurrente,Tarjeta credito,172.52,2,0.111,306.74,231.18,75.56,4.0,1,False
V105747,2025-11-22,Lima,Costa,Tienda fisica,Hogar,Organizador Modular,Recurrente,Tarjeta credito,121.23,2,0.103,217.49,162.45,55.04,4.5,0,False
V110165,2025-11-22,Lima,Costa,Web,Electrodomesticos,Microondas 30L,Nuevo,Billetera digital,234.8,1,0.051,222.83,183.14,39.69,4.5,2,False
V109541,2025-11-22,Lima,Costa,Tienda fisica,Electrodomesticos,Microondas 30L,VIP,Efectivo,683.06,1,0.186,556.01,532.79,23.22,3.5,0,False
V103379,2025-11-22,Piura,Norte,Tienda fisica,Deportes,Colchoneta Yoga,Recurrente,Tarjeta credito,60.47,3,0.144,155.29,126.99,28.3,5.0,0,False
V107157,2025-11-22,Arequipa,Sur,Tienda fisica,Deportes,Colchoneta Yoga,Nuevo,Efectivo,80.78,3,0.114,214.71,169.64,45.07,3.5,0,False
V105528,2025-11-22,Iquitos,Oriente,App movil,Moda,Polo Basico,Nuevo,Tarjeta credito,45.93,3,0.074,127.59,75.78,51.81,4.0,3,False
V107904,2025-11-23,Trujillo,Norte,Tienda fisica,Moda,Polo Basico,Nuevo,Tarjeta credito,40.19,3,0.174,99.59,66.31,33.28,4.0,0,False
V107079,2025-11-23,Lima,Costa,Web,Moda,Casaca Denim,VIP,Tarjeta credito,86.02,2,0.147,146.75,94.62,52.13,5.0,4,False
V111486,2025-11-23,Arequipa,Sur,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Efectivo,339.27,4,0.122,1191.52,1112.81,78.71,3.5,0,False
V100719,2025-11-23,Lima,Costa,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta credito,492.75,1,0.145,421.3,384.34,36.96,5.0,0,False
V107122,2025-11-23,Lima,Costa,Tienda fisica,Belleza,Perfume 100ml,VIP,Efectivo,29.41,1,0.098,26.53,14.7,11.83,4.5,0,False
V100891,2025-11-23,Piura,Norte,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Tarjeta credito,137.3,3,0.118,363.3,288.33,74.97,4.5,0,False
V100223,2025-11-23,Cusco,Sur,Marketplace,Hogar,Lampara LED,Recurrente,Billetera digital,78.2,3,0.087,214.19,157.18,57.01,4.0,4,False
V104793,2025-11-23,Cusco,Sur,App movil,Moda,Casaca Denim,Nuevo,Billetera digital,41.58,2,0.242,63.04,45.74,17.3,4.5,8,False
V110283,2025-11-23,Chiclayo,Norte,Web,Hogar,Set de Ollas,Recurrente,Efectivo,178.62,1,0.083,163.79,119.68,44.11,3.0,8,False
V102823,2025-11-23,Cusco,Sur,Tienda fisica,Belleza,Serum Facial,Recurrente,Tarjeta credito,43.63,5,0.148,185.86,109.08,76.78,4.5,0,False
V107454,2025-11-23,Piura,Norte,Tienda fisica,Moda,Polo Basico,Recurrente,Efectivo,19.58,2,0.105,35.05,21.54,13.51,4.0,0,False
V111173,2025-11-24,Cusco,Sur,Tienda fisica,Moda,Casaca Denim,VIP,Billetera digital,81.89,4,0.164,273.84,180.16,93.68,5.0,0,False
V108827,2025-11-24,Chiclayo,Norte,Web,Deportes,Mancuernas 10kg,VIP,Tarjeta credito,178.02,4,0.216,558.27,498.46,59.81,4.0,8,False
V106136,2025-11-24,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,VIP,Tarjeta debito,550.41,1,0.104,493.17,429.32,63.85,3.0,0,False
V105270,2025-11-24,Huancayo,Centro,Web,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,670.01,1,0.047,638.52,549.41,89.11,5.0,6,False
V107195,2025-11-24,Cusco,Sur,Tienda fisica,Moda,Jean Slim,Recurrente,Billetera digital,144.06,1,0.155,121.73,79.23,42.5,3.5,0,False
V110539,2025-11-24,Lima,Costa,Tienda fisica,Belleza,Kit Skincare,Recurrente,Tarjeta debito,40.18,1,0.066,37.53,20.09,17.44,5.0,0,False
V108857,2025-11-24,Huancayo,Centro,Tienda fisica,Tecnologia,Audifonos ANC,Nuevo,Efectivo,360.28,3,0.023,1055.98,886.29,169.69,4.5,0,False
V101517,2025-11-24,Tacna,Sur,Web,Tecnologia,"Monitor 27""",Recurrente,Billetera digital,320.68,1,0.141,275.46,262.96,12.5,4.5,6,False
V111331,2025-11-24,Huancayo,Centro,App movil,Belleza,Kit Skincare,Nuevo,Efectivo,12.0,2,0.157,20.23,12.0,8.23,5.0,8,False
V109488,2025-11-24,Lima,Costa,Web,Tecnologia,Laptop Pro 14,VIP,Efectivo,396.81,2,0.169,659.5,650.77,8.73,2.5,5,False
V104258,2025-11-24,Lima,Costa,Web,Deportes,Mancuernas 10kg,Recurrente,Tarjeta debito,233.54,1,0.081,214.62,163.48,51.14,4.0,4,False
V106885,2025-11-24,Trujillo,Norte,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta credito,216.19,5,0.118,953.4,724.24,229.16,3.5,0,False
V109750,2025-11-24,Chiclayo,Norte,Tienda fisica,Belleza,Serum Facial,VIP,Tarjeta debito,76.57,4,0.239,233.08,153.14,79.94,4.0,0,False
V111074,2025-11-24,Piura,Norte,Tienda fisica,Tecnologia,Smartphone X,VIP,Tarjeta credito,420.01,1,0.13,365.41,344.41,21.0,4.5,0,False
